,content_id,content,subject,sentiment_value,sentiment_word
1701,tkBdNXvhKJnVxwFH,2.5的在市区行驶和2.0的区别不大，但是高速上就不一样了，2.0的后段提速乏力，还有就是满载爬山的时候2.5的比2.0的轻松多了。外观上2.0的是用的2.5高配的獠牙脸，18寸轮毂，有尾翼。但是大灯和c型示宽灯都是卤素光源，没有随动功能，看上去很挫。2.5大灯的是led远近光一体 led示宽灯带随动。另外2.5的多了副驾驶电动调节，和后排座椅加热。    ,舒适性,1,
1708,GHoz6lknY0y14qVf,壳牌很好，我现在就用0w20极净超凡，噪音确实小，而且油耗更低了,舒适性,1,噪音小
1711,hv12T7SFUPbENJc3,30万的车没落锁，异响，烧机油，国产中控，垃圾的音响，只有2.5有一键启动，斯巴鲁的安全科技也没有，醉了    ,舒适性,-1,异响
1715,aFWfvMTRZesKcG7w,我基本是七千一保，但六千左右就感到发动机声音很大。拉出油尺看那油太稀了，象水一样。 现在有点犹豫，要不要还是五千一保。 或者是自己买机油，深圳4S不让自带机油。又不太想在外面保。小麻烦。,舒适性,-1,声音很大
1731,x2to8H1wSsKyl5JE,这车怎么样。都说静音差。真的很差吗？2.0烧机油吗？    ,舒适性,0,
1740,v0D4hksVleuba6BU,贵个几万也就算了，这质量真tm够了，别的车被投诉有异响，轮胎不好，导航不行，窗户漏风，变速箱动静大，斯巴鲁的投诉都集中在发动机烧机油，漏机油，但实际上开斯巴鲁的都清楚，异响亮和变速箱声音大这些个东西是车主已经不计较了，要是计较这些问题都是槽点可以投诉,舒适性,-1,异响
1751,CQLPYUZFWvDITHni,美图！用这个顶架带备胎，风噪和油耗如何？    ,舒适性,0,
1873,WNuwi83FxKbaEGVy,除了耐用性不好讲，因为这之家坛里几乎没有人有长期使用rav4、CRV、森林人三者的体验。至于说舒适不如奇骏、越野不如指南者，加速不如cx5快这三点的人，对于一个自称森林人是其人生中第一台车也可能是最后一台车的人，根本不值得去评论什么，或许键盘都比他强一点     ,舒适性,0,
1874,i1t2OU8yWHnZa5CP,森林人偏越野，傲虎偏舒适，试驾一下，哪个舒服买哪个,舒适性,0,
1876,felvZwmBpGbFt5Wz,区别最大的是舒适程度和品牌知名度,舒适性,0,
1877,uyqxzh8WABj4k1JP,哥们，你换完防倾杆舒适性下降的多吗？钢喉对刹车效果提升大不？    ,舒适性,0,
1878,aLKYOSjTbZryHxh5,头枕确实不是舒适性部件，而是安全性部件,舒适性,0,
1879,ExzWrqgamXycZDHe,就昂科威那货也买，就真是小白一枚了，不怕脱轴么？森林人固然不是很舒适，但是其他方面很强，绝对拿的出手。    ,舒适性,-1,不是很舒适
1880,HnXzI0lYfVB5sWGS,2011款舒适版奥迪A4L换吗？个人一手车，无事故无补漆！    ,舒适性,0,
1881,crixGEKMBe2y1S4w,傲虎在隔音、舒适性上比森林人有提升，如果很迷恋斯巴鲁的话可以看看傲虎，但首先要知道自己为什么喜欢，别听那些扯神马情怀的……   ,舒适性,0,
1882,P7qw2HYJ69olCbpy,你想早点换胎可以不换，也无所谓，但个人觉得要换，换过可以提高使用的舒适性、缩短刹车距离，延长使用寿命……,舒适性,0,
1883,dBa6K3skpRn8lmGE,比我以前来的广本好的多 舒适度 极速过弯 还有同级别 绝对没有的四驱系统 水平发动机斯巴鲁 绝对不会后悔的,舒适性,1,好
1884,4dPUkeOfCqM6cTxj,看了下楼主发的帖，轿车考虑：大众CC、雷克萨斯ES、奔驰C200，SUV考虑：宝马X1、奥迪Q5、森林人。不去轻度越野考虑舒适的话，建议你奔驰C200和Q5两选一，都是2.0T，9AT和8AT变速箱，逼格满满的两车啊，其中面临换代的Q5的优惠那是相当的诱人。,舒适性,0,
1885,hL3QfePUFA0prEv4,觉得舒适性不怎么样，比较颠簸    ,舒适性,-1,颠簸
1926,Ss7AmUjZxdqHDpQ2,发动机的噪音我倒不太关心，不过肯定会有点影响，但隔音的做法又不一样，隔音最好是一软一硬两种材料，部位也太不一样，隔音还要更多地考虑发动机左右两侧。   ,舒适性,-1,有点影响
1954,kcgt4GfhTFOp1reZ,刚启动混合气浓度不准，发动机和三元工作温度都不到，肯定有味儿。,舒适性,-1,有味
1959,eWsJV9tmKMorzkfd,不知道傲虎比森林人是不是好点，我是说噪音，还有这个噪音是隔音的问题，还是发动机的问题?   ,舒适性,-1,噪音
1968,FURQDu3atlyG2P7f,我的也会，重起会熄火。在重启就发动机转速低，  在重起才正常，  好像是停车了车内空调没关耗电问题。关了空调启动就不会。 电池博士的  看电池显示蓝灯 健康状态。,舒适性,0,
1977,cdVHPuIb1sgLaY7q,家用足够，飙车差劲。噪音较大。,舒适性,-1,噪音较大
1980,hnM6zSiVpfaP5kme,今天看的车，16尊贵，落地316300。没一点儿商量余地。坐标大连。准备放弃。顺便说一句，试驾感觉噪音偏大。    ,舒适性,-1,噪音偏大
1981,fW20zZnpTyeYUkVJ,开了近两年了，都是正常保养，除了有些异响，高速噪音大，真没遇到什么毛病，更不希望有毛病。楼主到底有什么毛病，请说清楚点，让大家看下是通病还是偶然，不能上来就说些让大家莫名其妙的话。我的观念是是车就有毛病，既然选择了就得接受，如是通病，只能说没做好功课，如是偶然，只能说运气不好。,舒适性,-1,噪音大
1982,lsW1xyGQOvd8CRiI,我换长城0w20已经快半年了，绝对比我之前的安索要好，是不是我买到假货安索了。而且冷启动噪音并不大，地处南方，温度低的时候不多,舒适性,0,噪音不大
1983,Of1mvjbB9pW2y7MC,荣放噪音不行，80后脑袋疼,舒适性,-1,不行
1984,ZJRHWrazoEeS91C5,高速上跑起来哪儿都是噪音，再好的音质都糟蹋了。   ,舒适性,-1,噪音
1985,CrFh9xjXdIqAfEYD,我也在考虑要不要全车隔音下，我对开车听音乐需求特别大 我是16款的森林人，感觉100的话噪音有点，但没楼主那么严重～,舒适性,0,
1986,OeNZW84KLzqArFoc,不完全是胎噪，主要是低频噪音。    ,舒适性,0,
1987,cqW8uUefywPI7sV0,肯定比不过速腾的，速腾后悬架断了也没事只是会发出警示性噪音提醒车主。    ,舒适性,0,
1988,gJo8YV3ZftlHQzDh,本田噪音都属于控制的较差的    ,舒适性,-1,较差
1989,a6RqJoyXYSAc54lF,现在四条都是倍耐力蝎子胎，规格和原厂一样的，铺装路面有毛糙的话噪音会较大，其他方面很好,舒适性,0,噪音大
1990,ib1xhe6dVYSk4JDA,应该是第一种，功放声音不敢放大，有噪音    ,舒适性,-1,有噪音
1991,YBium5jhNdK23zTq,140，但是噪音太大了。,舒适性,-1,噪音大
1992,9xOXzQFtelu12dmf,途观开起来没有这么大的噪音。    ,舒适性,0,
1993,C7vh1VyLcjW4P3Kl,前辈，森林人的高速噪音真的很高吗？、 我坐过我朋友的奇骏，高速后排噪音特别大。   ,舒适性,0,
1994,VhtunqpTJwLK6Rcl,LZ，你在哪儿做的？我也想做，噪音受不了了，2012款的开了4年了。也在北京~   ,舒适性,-1,受不了
2004,pQso4vER9F5Mw7kW,20年前国内满街山寨假货的时候，这句话还有点道理！放现在来说，满街的国际大厂和大品牌出品的车载香氛产品，从安全到气味都有足够的选择，我觉得还抱着谈香色变的态度其实真没必要了！认准大品牌，其实没那么多危险……   ,舒适性,0,
2006,UsxlJPmVNgzr5boM,随速助力，绝对是保障高速安全。高速没有急弯，基本不需要太大的转向动作，不明白LZ为什么会觉得转向累...有可能是座椅没调好，手臂力矩不合适,舒适性,0,
2018,gjVBZ53fOE2wCWax,13款还没有国产的，我在4S才换好一周，4900元包括所有费用。就是TMD味太大了，开了一周的窗还有味。,舒适性,-1,
2019,A5q3vDzkGoc6gs8P,2017特装棕内味特别大 皮质感觉不像国外产品 看后觉得不对 还是16款吧 至少没味,舒适性,-1,味特别大
2020,eyzuRSYnLv9FTsoA,嗯。感觉似的，若有若无，也不是一直有味道   ,舒适性,-1,
2021,wsUF8Leb4H3G5KvN,一般不用，除非车内异味严重。我一般用夫人用下的香水，打开或者半开即可。1、（夫人不用，丢了可惜），相对品质肯定比几十元的车载的好很多。2、关键不小心由于某种原因，导致自己身上有香味，自己由于1、的原因，也好解释。第2点，懂的人自然懂。,舒适性,0,
2022,hT97EyAlwcOYWX1Z,不推荐，外面卖的车载香水基本都是化学易燃品。若车里有异味，可以放点橘子、哈密瓜、苹果、柚子、菠萝等水果，果香味比化学品健康多了！    ,舒适性,0,
2055,zBQCxdNwbfyME3kT,森的空调是恒温的，也就是说如果探温到外面16度，你设置25度，是感觉不到有冷气，除非你自己手动调到22度以下才能感觉到冷气，室外温度达到21度以上才会变成吹冷气。,舒适性,1,恒温
2070,bdaf6CWRK0FAHsOU,确实是空调扇叶的声音～,舒适性,0,有声音
2087,IaqNSnWcY5LEioGj,当然是太阳暴晒下，没有1小时空调是打不下来温度的。确实这空调不咋样呗   ,舒适性,-1,空调不咋样
2104,sUSPrlMI62f179J0,之前坐过一次轩逸，人家那空调真是冷啊，冻的我印象很深刻！,舒适性,0,冻得
2124,1HhPuO8AtsMcfa4q,我都是D档自个走了才跟油，车熄火停哪开着窗估计就没噪音了，还有嫌弃开着窗噪音大的...,舒适性,-1,噪音大
2149,FvJX8fmLuNwnK5kb,冬天启动车以后有变速箱保护，大概三到五分钟车热了才解除。冬天前风挡的雾气可以开空调试试，或者打开车窗一条小缝。   ,舒适性,0,
2171,XOZlTPFrivL1A9go,森的保养分三种。基础保养，如果跑的多，在四儿子做一次500出头可以接受。专项保养，譬如换火花塞，还是在四儿子做比较保险。非专项保养，技术含量低，自己就能搞定，例如换空调虑和空气虑，自己搞性价比高。而且质量比四儿子好。,舒适性,0,
2174,zqPpoGyY4wd0mTlI,5楼说的很对，翼虎空间不行。建议楼主还是再攒钱上2.5的，你要自驾游上高原还是有衰减，或者满载空调等情况都会发生，动力为王是真的。,舒适性,0,
2249,cu9mHXhbCeo3Ai5p,知道啊，20多kg，半箱油的重量而已，百公里油耗增加0.2最多了，一年我开2万公里，也就40个油。我觉得非常非常有必要，因为对这个噪音已经烦透了，现在耳朵舒服了，音质享受了，用这点钱提高了行驶品质，为啥没必要？    ,舒适性,-1,噪音烦透了
2258,YcLmz3FiIpHMxV1w,15年去青海甘肃开小森，就被高速上的噪音弄的耳朵乃至整个脑袋都不好了，16年再去，哪怕A6l通过性再差，我也选择轿车。那一整天高速跑下来感觉好多了。   ,舒适性,-1,耳朵不好了
2269,RAwEh6CrBTgnG8qI,这个兄弟说的都是实话，我原来装的十件套，基本关于悬挂的部分都拆除了，车身加固件还留着，走烂路太颠了，反而是原厂的设定全给破坏了，当然只是高速路上性能提高了，有这些闲钱不如加桶好机油来的效果好，去高海拔需要动力，推荐美国那个品牌的吧，跟你的思路很对头，高转速动力声音保护都很好，就是怠速噪音有不像是全合成机油   ,舒适性,0,
2272,AB4vENb1pXFGZRI6,正常，这个轮子是空调压缩机的轮子，空调压缩机工作是有间歇性的。,舒适性,0,正常
2274,ySGIROzVldiFYM3T,噪音有二种。一是胎噪，在轮眉要一下隔音。二是风噪，风噪有很多地方最重要的是大灯上面有条缝，可在网上再大D的胶条把引擎盖贴上，风噪小很多。（一般我不说的）,舒适性,0,
2289,UGn6kgcal1YisrQz,感觉发动机动力好点，噪音比以前小一点点（可能是心里作用），但是至少我自己心里放心，比4儿子店用的大桶的放心多了    ,舒适性,0,比以前小点
2302,aMZeGlEUKf0pNzOB,也出现过，感觉跟我开空调有关，再就是有时候脚累了稍微动了一下,舒适性,-1,音响太差
2304,c97sQX4VwKO0FfzB,见我另外一个帖子，有买车过程，车子开的很爽，方向轻，反应灵敏，加速不错，空调凉。现在不好的方面就是起步比较窜，刹车软，油耗在市区要13个，最受不了的就是音响实在实在太差，下周换了它。还有隔音差，喇叭滴滴声，太次了，感觉就是在车内响一样。,舒适性,-1,隔音差
2308,3cXUeqiQJ1v2Ma5s,还是正常的保养，机油机滤和空调滤芯空气滤芯这几样，没有什么特别的了，不差钱就给发动机做个积碳清洗,舒适性,0,正常保养
2311,E9nMke1UwyGDopZS,机油机滤，之前要是没换过空滤和空调滤芯可以换换，空气好的地方这两样吹吹等2万换也凑合。,舒适性,0,
2315,VAr9bPsN3ljpgiDF,2.0 上周末来回将近500公里高速平均130km/H 满载全程空调，油耗8.8,舒适性,0,
2323,EQp4HYDcNunBIS57,发电机不会像空调压缩机那样间断工作吧，发动机工作，发电机转动就在工作只是怠速电压12v，电压随发动机转速提高电压也升高，但最高也不会超过14.5v的额定工作电压。向不向电瓶充电由电脑调节。,舒适性,0,
2324,CwEpP64exJXsycu2,无论怠速还是高速发电机都被推着发着电的，用电设备越多它的负荷越大，相对于空调压缩机，发电机的耗能简直可以忽略不计。,舒适性,0,忽略不计
2326,IgSHklnJTwqO9Ri8,开过小排量的车的人都知道，开空调开车和不开空调开车动力表现可以差非常远！ 空调说白了就是发电机的电而已，开空调导致发电机需要全力工作，因而可以吃到发动机十几二十匹马力是很正常的事情！ 所以现在有很多车设计成深踩油门，行车电脑会停掉发电机保证车辆的动力输出！ 所以深踩的时候后电压会掉下来，因为发电机停了，原因就这么简单……根本不能算问题……,舒适性,0,不算问题
2327,KmedVUFubBZnTj5l,我的是开空调时空档偶尔抖动,舒适性,0,
2328,zlYhDgFjEuKkQxyH,空调随便你怎么吹，屁股和内心都是热的，还凉不下来    ,舒适性,0,
2331,L4foClBd1IpqtiVW,贱吧喽嗖的的空调滤和空气滤不知道用着成不。,舒适性,0,
2333,Bt9kSh01zNT7prnC,09年10多万公里车了，噪音大点正常。建议你把底盘胶套、全车油水、四门及窗胶条换一遍，噪音会改善很多。    ,舒适性,0,正常
2335,d3PvXmJIOanwVsyh,09年10多万公里的车至少是上一个款的车型了，噪音大点正常。建议你把底盘胶套、全车油水、四门及窗胶条换一遍，噪音会改善很多。    ,舒适性,0,正常
2339,MJcgolKBb7kZEp4W,发电机跟空调有什么关系？不理解，发电机所耗动力可以忽略,舒适性,0,可以忽略
2343,th7BaOUp63NwFAIM,个人感觉发动机提取比之前快多了，噪音小了点，就是刚打火的时候动静比较大，但是转速比以前降下来快，但我不知道为什么排气管有点黑，我一般都是加91号的汽油    ,舒适性,0,噪音小了点
2344,D92PpGEwJbSIOlXA,这个不是空调就可以的吧，屁股和背心热。特别是早上起来坐上去冰凉的，再出门就算大太阳，也不会像座椅那样坐久了背心出汗。    ,舒适性,0,
2345,JSqIdV5cl7HhPZvm,正常，空调的排水管就在右侧控制臂旁边固定的。滴水现象证明你的空调制冷效果很好。    ,舒适性,1,制冷效果好
2368,MShCxL7g9ZelNIPi,我首保后就在外面弄了，小保养机油5夸脱400元，曼牌机率56元，共456元。空滤空调滤合计125元，曼牌和博世组合。,舒适性,0,
2385,rJkeOn4GYLq0j9pA,多少有点效果，低音调整到一半左右，音量大点，能掩盖一点其他噪音,舒适性,0,掩盖噪音
2391,HaEILivK7CursRog,哦，看错了！应该是11款，后视镜带转向灯！但是空调按钮又像09，10款！    ,舒适性,0,
2400,6oCcPTsivIw1gSdr,还可以 就是动力下降比较明显，油耗好，发动机噪音变大    ,舒适性,-1,噪音变大
2402,FXkUQow5B4sq1GYP,用好的机油，再加瓶发动机保护剂试试，或许噪音有所下降的,舒适性,0,有所下降
2406,1AMbcz9tpnaxvWKk,恩，开空调滴水，望采纳,舒适性,0,开空调滴水
2407,YrRmuN1E5iHXQIl2,要是有泄漏的情况空调管路里是放不出来冷媒的，一定要按照原厂规定的加注量充装，空调排水管在右侧下摆臂后面，空调工作几分钟就会有滴水现象。把蒸发器和水箱好好冲洗一下，原厂的要是没动过问题不大。    ,舒适性,-1,滴水现象
2413,J4vYqjXNFnWPQZlu,空调只能说是一般吧!和捷达比还是差了很多,舒适性,0,一般
2414,U3k51Miyj6BODltY,空调是很冷，但是大夏天，感觉头顶和前面还是有点热；感觉颈部以下冷，上面热，不知大家的如何？,舒适性,0,很冷
2415,ahE0JH3M2w5mFSTW,从冬天开到夏天对森林人最大的吐槽就是空调（冷）太不给力了，么有对比就么有伤害，我的标准是要冷不是要凉......哈哈    来喷吧 说我咋不坐冰箱里呢,舒适性,0,不给力
2423,X1IGuM3bO5kAtLEg,空调压缩机，温度低于5度时它就停转了，一会又启动了，这个也是为了节能，正常,舒适性,0,正常
2426,qC9LAi6pwdxUvXP2,自由光油耗确实高，车太重，同事四驱的1.85吨，比沃尔沃XC60都重，跑高速都是8、9个油。开过几次，最不能忍的是变速箱太差，一脚踩到3000转不换挡，据说要先轻踩一下，给个信号，再往下踩才会换挡。唯一的优点就是地盘好一些。噪音方面，主要是小森的发动机隔音太差，克雷嘉都好很多。    ,舒适性,-1,隔音太差
2432,MWJou75BIkXAODTl,美孚机油本身缺点就是噪音大    ,舒适性,-1,噪音大
2438,a2k6Mth9sc3PDodU,这车空调运转五分钟趁我瞬间变冰箱,舒适性,0,变冰箱
2440,xWPvCqp58Jo6cEN3,我和你有同样的问题，我现在的结论是等待买2018 2.0XT（但是据说没有ES，因为怕太贵了没人买？）不知道定价策略，我的理由是：2.0XT的估计不用担心烧机油，没有自动启停，动力去高原会好于2.5，2018的据说噪音会好（美国网站）等。   ,舒适性,0,
2454,wv4LMme67KpT0BhH,2.0特装，空调确实不好。但是，可以忍受。,舒适性,-1,确实不好
2458,OvLk2M95xVQ6nsjP,温控器一般不会出问题，空调只要正常发挥制冷效果就没问题，空调压缩机有间断性的工作就是正常的。    ,舒适性,0,正常
2465,6g9zEnXYvWxiylp0,我现在用的力魔0w20，自我感觉还是不错的，发动机噪音下降，车子油耗下降。每次保养前加一瓶力魔发动机内部清洗剂。保养完後加一瓶雪弗龙汽油添加剂......算下来好像没比SSSS店省钱,舒适性,0,噪音下降
2489,qn9pcJAhkzg1xa7Z,发动机烧机油好比空调的雪种，为什么空调的雪种要过段时间就要加，同样不是说不会消耗吗？我觉得一点都不烧机油的车是不存在的，适当去保养就可以了。没必要说得烧机油的车就不能开一样，大众集团的哪一个车没说不烧的？,舒适性,0,
2499,5NiRp03BCso1fwLW,另外就是噪音，楼兰的声音也不会比森小，我个人感觉我森还要安静点，因为他的楼兰买了快三年了。反正车内听发动机声音不会小，包括我发现福特探险者的车内发动机声音也不小。你买楼兰不如买汉兰达，锐界。森车小一点，更灵活，不过车内空间不小。    ,舒适性,-1,不会小
2523,cVH0ZqK6MD1x4kaF,我跑高速150码转速基本上保持在2500左右（末上牌，超速的不用管，真省心）全程空调，油耗8.1，如果开120码左右，转速就不会超2000，油耗在7.2到7.5   ,舒适性,0,
2555,lpJkwoiZeGKyX3HT,3年了， 5万公里 碰到过的问题有底盘漏油。风扇 空调不值冷，传感器。节温器。除了传感器在保内换的。其余自费。今天才去看的传干器，要2300多，也是无语了    ,舒适性,-1,空调不制冷
2563,d1aMyqBwxCu2SfEg,很低的油耗了，全程还空调，看来95确实比92经用,舒适性,0,
2577,9AUut8NLn5c4zxIM,感觉很好，几天跑了380公里，开空调油耗从26.7KG降到10.2KG，50公里高速其它市区，满意！！   ,舒适性,1,满意
2578,1zmvGy0JUxoXPk2Z,森林人09款2.0，基本上和你一样，今天到4S店检查不出来，说有可能空调温控器出问题。     ,舒适性,0,
2585,4gdy6GI9NlTsh8Sk,用了SF+EDFC Pro 2年，可以跟楼主分享一些体验。缺点: 1.车身高度会降低； 2. EDFC的步进马达在工作时会有噪音;；3. 后轮下搖臂要替换；4. EDFC工作參数的微调所花的时间。优点: EDFC动态调整减震的软硬，可较原厂的更舒适，也可减轻在弯道和高速变道的侧倾；前提是你对EDFC工作参数的设定。,舒适性,-1,有噪音
2595,cvpd2AV7ylg1bfQt,和速度有关 速度快噪音大 应该和轴承有关 轴承方面有问题 可以问我    ,舒适性,-1,速度快噪音大
2601,u4M8ZvKEDQYFRIjO,13款2.0，5.2w公里了，索赔了主副驾驶的座椅座垫的皮套，右后侧内饰板，空调泵。 方向娘胎出来就是偏的，做四轮定位也没用。,舒适性,0,
2619,jKtNmAnBeDYWuCy3,我的200块，在市区开空调才跑250公里，省点得270公里,舒适性,0,
2622,rXePg8AT7vnuM2Iq,换机油，机滤，空气滤，空调滤。其中空调滤和空气滤购于TB，机油机滤到4S换。,舒适性,0,
2625,klnMJtA0623TeZmD,长城0-20，好用，噪音大，衰减快,舒适性,-1,噪音大
2626,acnjp6sXVHqyZGDl,我加的5w30，今年夏天开空调9-10个油    ,舒适性,0,
2629,4XDfizbKale1M37n,按照你目前的开车情况，首保换机油后可以跑到550公里。我新车现在大热天全程空调外加自动启停关闭，现在一箱油只能开400公里出出头。   ,舒适性,0,
2690,msRZMDiV3zY0BPuS,13年2.5自动豪华，今年五月短途郊游时前胎被扎破，继续行驶约100米后发现，轮胎已废，途虎入了两条国产横滨换在两个前轮，花纹型号一样，速度级别第一档，行驶约2000km，无异常，路感与之前进口原装胎基本一致，噪音、油耗基本无变化,舒适性,0,无变化
2695,nLtACFOb56z2NKQP,我就从米其林换成了邓绿普的公路胎，4条胎价格两千多点，噪音没啥变化，跑公路没问题，长途自驾没问题，雪地穿越都用的它。很满意。   ,舒适性,0,噪音没啥变化
2708,Jguqk3iVPsdrxcC0,这个有好处，一是方便安装，不破坏原车水路，二是可以相对灵活控制，冬天可以关掉 不好的地方可能是，对电瓶可能不太好，多了一套电路和水路，还有温控，这些在机舱里面环境有点苛刻，需要定期维护。 散热貌似效果很好啊，我原来以为如果单加套循环水路，至少还得再加一个散热风扇，如果合并到原车那里，在堵车时候就得一直开着空调吧， 以上是个人观点，如有不对地方多多批判，楼主动手能力还是相当强大的，赞一个,舒适性,0,
2711,roncKhWe4itRHmML,2.5的低配版相比2.0高配版，除了动力加大，还多了行车电脑彩屏，多功能彩色显示屏，副驾驶电动调节，后排座椅加热，方向盘加热，驾驶座椅记忆，LED灯，大灯转向，大灯清洗，后视镜记忆，分区空调，仪表盘也更漂亮。,舒适性,1,分区空调
2720,lptqTVwnirvUo3ad,新胎肯定噪音小嘛，一个橡胶软，二个花纹深，性能处在最佳阶段,舒适性,1,噪音小
2722,eDB2JYd5HK0TcrFb,夏天开空调差不多13左右,舒适性,0,
2731,nvDIXszoT8V2cEl5,整体不错够用开空调没劲,舒适性,-1,开空调没劲
2744,fM7Xt9x3wqbazZuo,我两年前也让夏天的雷阵雨霖了半小时，天窗开了10公分不到点，地毯上一层水，变速箱挡杆都是水，后面水杯架盒内满满的水，前排座位也吸足了水。擦干开冷空调，再开前批电加热，关紧下窗，开一点天窗。 不过我的车现在还有霉味。,舒适性,0,
2746,QOTZEPq89bt4uDr0,需要！我跟你一样的。首保后就不要去了，自己买机油，空调滤芯，空气滤芯，机油滤芯，然后自己换就行了。跑的少的别担心什么质保了，打死你也跑不到他们要求的运行期间。老老实实的学学怎么养护，自己搞就行了。,舒适性,0,
2786,nGf7ZusCcVlOW6QE,lz说的视乎是舒适性。,舒适性,0,
2800,ShyXZGneF4LlJD6H,舒适比不了轿车，不然不叫suv了。这这个东西比的是对你适不适用，普通家庭，皮实耐用，偶尔钓个鱼摸个虾，适应一般路况，就好了。有钱买多台，在长途公路轿车最舒适，多贵的高底盘车都不如轿车稳，一台越野，偶尔野一下。,舒适性,-1,
2818,8Vxli2vCJyokYtzd,你森林人2.0t和他们比还差不多，动力操控和越野都比他们强，但是减震舒适就比不过了。但是crv顶配比这两个顶配要便宜很多。    ,舒适性,-1,比不过
2836,S3db0m1sCz2WEgRh,听说2019款很好，不烧机油，噪音减少，空间变大。,舒适性,1,噪音减少
2853,1rb0xBFfuwapJlho,噪音大不？油耗增加吗？    ,舒适性,0,
2871,ysuTCKDM6FdZfAlo,森林人，操控性好点， 傲虎，舒适性、豪华感 看你中意哪样，选择 （我刚刚贴的 林拉公路的路况图片飞了？？？再贴一次） 下面是2018春节，拉萨到林芝 来回，过米拉山口的冰雪混合路况，此时，操控是王道，音响差、内饰不好等等都是浮云，，，,舒适性,0,
2885,I9KpUw2PCQRF8rkE,另一个帖子问傲虎和森林人的该不会也是你吧，好像都是去过西藏啥的嘛，看到X3我觉得可推荐的就多了，陆巡和霸道，别想了，这个级别里从保值耐操舒适和保养费用，基本算是无敌了，就是买车略贵点,舒适性,1,
2925,BRCVJrsc7ENzjTuD,这东西只能看你对动力有没有什么需求了，一般来说新款车型总要比老款车型，在配置舒适性上要有点提升的,舒适性,1,有点提升
2932,KhmX36weqrRWUjzS,你把森的底盘加强件都装上，调的底盘跟石头一样硬，然后和cx-5去比比看看。森原厂就没有按照纯操控调教兼顾了一些舒适性，但是森有酷似狗改装件。马自达那种出厂避震就很硬的车，原车状态当然比森强一点。我单位同事买的cx5，我自己是森林人。    ,舒适性,0,
2948,O1fuTCg7DqtFGJcj,奇骏没Eyesight，视野差，味道大，但是便宜啊，特别是保养维修，估计比森林人少1/3。油耗堵车可能相差不大。日产的的CVT变速箱起步顺滑，有种佛系的感觉。   ,舒适性,-1,差
2954,fmiGPdokaYAxZg5K,如果经常走烂路换了没问题，舒适性影响不大，噪音略有增加，油耗增加1升多吧，如果市区，我还是觉得原厂横滨挺好，省油    ,舒适性,0,
2977,xBiRZzj5adUpnCM4,我换了马牌，价格和原车差不多途虎上可以比价，目前看了2万多，说下感受，第一舒适性提高很多，静音效果好，不这么夹石子（很少听到石子哒哒哒的声音了）第二，操控性还可以和原车区别不大（经常60左右过弯不带刹车）第三，油耗主要看路程和驾驶习惯。缺点，耐磨性能差（和原车比）。你可以参考下CCCLX2 225-55-r18 98V,舒适性,1,提高很多
3000,RkhNzdcueZ0UIn5L,两个车都符合你的要求，傲虎空间大点，森林人通过性好一些，但内饰和舒适度差一点，两台车都挺糙的，跟bba没法比，年轻点的选森林人好一些，傲虎更老气,舒适性,-1,差一点
3003,rPegCmf7IVEbA8wz,要面子与科技感选 林肯MKC，要舒适实用选森林人。MKC后排座3人时太不舒服了。,舒适性,1,
3013,fSRiQHb3rou0W7C9,都可以，傲虎舒适性好于森林人，底盘高度都差不多，但森林人视线和轻度越野更好。,舒适性,1,
3029,xKuMyLNO8Imgqs3f,当初选的boss9喇叭的剧院版，没有esp，日常用没什么问题。换了215 65 r16的suv胎四季胎，晴天抓地力一般，经常转弯补油响胎，到了雨雪天气没有esp反而更好开。天籁的空调连a6都比不了，30秒冻鼻子，1分钟冻脖子。轴距限制后排空间没有新款的那么大。    ,舒适性,-1,
3082,gwjxGFfDpVab52XZ,放的太大了。影响舒适性，颠坏了    ,舒适性,-1,
3115,gWrKAD3Zkd1FHiGY,一直用美孚EP520，综合性价比是高，噪音是有点大，但是动力不错,舒适性,-1,噪音大
3150,hunNPWxRzpIv8DCr,看起来外观大，但是内部空间不大啊，但是座椅比较厚实，坐着舒服，高速巡航一定很舒服吧   ,舒适性,1,舒服
3173,EtUSynbas0pw17YG,我的xv十几万公里了，也不见烧机油，水平对置发动机，油耗低，噪音低,舒适性,1,噪音低
3182,Sph6u37jJ8KzycaZ,18款 非常舒适  开的是AUTO,舒适性,1,
3203,5hKcW1BIrogldxm4,森林人操控感可以，因为发动机重心低，偏轿车范儿，但是隔音差些，毕竟玻璃大，底盘高；试驾出真理,舒适性,-1,
3222,dB4GpbLq5af3ZvcX,车辆的内饰、空间、动力、舒适度这些个人感受很主观的，说出来也没有什么意义，每个人的感觉都不同，要求也不同.最好还是自己去试驾感受一下,舒适性,0,
3256,3TGfCaUBcXIRpoWD,17年6月。三万公里了。我觉得任何车你使劲操都不行。但是有一点你得明白。斯巴鲁并不是传统的日系。比如两田。它既然在追求性能跟操控了。必定在耐用性以及舒适性上不如传统日系。我买这车就是为了它的通过性。这车可能做不到开到烂。但是它给你的乐趣是两田给不了的,舒适性,-1,
3265,dN10ErcuspLOZTXn,xc60还是别和小森比操控了，斯巴鲁完爆沃尔沃 不信自己搜一下这俩车的麋鹿测试，沃尔沃惨目忍睹， 小森这级别王者 xc60舒服是真的，所以我移植了它的座椅,舒适性,1,
